Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
24,14-Oct-15,15.67,3.744,136.5150968,8.454,FALSE
25,14-Oct-15,14.97,3.541,210.4027602,7.082,FALSE
26,14-Oct-15,12.17,3.583,136.5150968,7.598,FALSE
27,14-Oct-15,18.21,3.744,140.4784194,7.906,FALSE
28,14-Oct-15,19.62,3.805,129.7706452,12.89,FALSE
29,14-Oct-15,17.02,3.583,136.5150968,9.357,FALSE
30,14-Oct-15,20.99,3.274,217.0048261,7.441,FALSE
31,14-Oct-15,20.99,3.274,217.0048261,7.441,FALSE
32,14-Oct-15,10.08,3.491,195.0261012,8.513,FALSE
33,14-Oct-15,24.72,3.698,129.7706452,8.01,FALSE
34,14-Oct-15,12.62,3.283,129.7706452,10.148,FALSE
35,14-Oct-15,18.21,3.541,140.4784194,8.745,FALSE
36,14-Oct-15,23.42,3.234,216.0885258,7.716,FALSE
37,14-Oct-15,23.42,3.274,216.0885258,7.716,FALSE
38,14-Oct-15,19.62,3.805,129.7706452,12.89,FALSE
39,14-Oct-15,23.22,3.274,216.0885258,7.716,FALSE
40,14-Oct-15,12.17,3.583,136.5150968,4.42,FALSE
41,14-Oct-15,8.57,3.491,195.0261012,6.759,FALSE
42,14-Oct-15,21.26,3.698,129.7706452,7.874,FALSE
43,14-Oct-15,20.05,3.274,209.0752166,10.148,FALSE
44,14-Oct-15,10.97,3.567,129.7706452,6.078,FALSE
45,14-Oct-15,17.68,3.541,187.6917481,8.523,FALSE
1,21-Oct-15,17.62,3.353,217.5159762,7.866,FALSE
2,21-Oct-15,18.07,3.353,217.1650042,7.441,FALSE
3,21-Oct-15,20.57,3.353,220.9144005,7.197,FALSE
4,21-Oct-15,18.22,3.361,129.7821613,5.143,FALSE
5,21-Oct-15,19.39,3.353,218.0852999,6.3,FALSE
6,21-Oct-15,20.29,3.353,219.0740167,6.551,FALSE
7,21-Oct-15,3.05,3.548,195.1789994,8.513,FALSE
8,21-Oct-15,15.54,3.353,220.9619484,6.123,FALSE
9,21-Oct-15,18.59,3.353,221.1498206,6.054,FALSE
10,21-Oct-15,25.51,3.842,129.7821613,7.874,FALSE
11,21-Oct-15,21.62,3.353,220.9144005,7.197,FALSE
12,21-Oct-15,22.81,3.842,129.7821613,12.89,FALSE
13,21-Oct-15,12.59,3.579,129.7821613,6.392,FALSE
14,21-Oct-15,15.33,3.57,187.7846197,8.523,FALSE
15,21-Oct-15,10.93,3.757,136.5017742,7.866,FALSE
16,21-Oct-15,8.33,3.548,195.1789994,6.232,FALSE
17,21-Oct-15,8.48,3.579,129.7821613,6.617,FALSE
18,21-Oct-15,13.24,3.618,136.5017742,8.471,FALSE
19,21-Oct-15,11.14,3.757,136.5017742,7.866,FALSE
20,21-Oct-15,12.05,3.57,210.5473252,7.082,FALSE
21,21-Oct-15,18.42,3.353,217.1650042,7.441,FALSE
22,21-Oct-15,15.17,3.618,140.4616048,7.706,FALSE
23,21-Oct-15,11.18,3.618,136.5017742,4.42,FALSE
24,21-Oct-15,13.67,3.757,136.5017742,8.454,FALSE
25,21-Oct-15,10.12,3.57,210.5473252,7.082,FALSE
26,21-Oct-15,7.35,3.618,136.5017742,7.598,FALSE
27,21-Oct-15,15.34,3.757,140.4616048,7.906,FALSE
28,21-Oct-15,22.81,3.842,129.7821613,12.89,FALSE
29,21-Oct-15,15.17,3.618,136.5017742,9.357,FALSE
30,21-Oct-15,18.42,3.353,217.1650042,7.441,FALSE
31,21-Oct-15,18.42,3.353,217.1650042,7.441,FALSE
32,21-Oct-15,9.37,3.548,195.1789994,8.513,FALSE
33,21-Oct-15,27.63,3.842,129.7821613,8.01,FALSE
34,21-Oct-15,14.96,3.361,129.7821613,10.148,FALSE
35,21-Oct-15,15.34,3.57,140.4616048,8.745,FALSE
36,21-Oct-15,19.94,3.308,216.2468287,7.716,FALSE
37,21-Oct-15,19.94,3.353,216.2468287,7.716,FALSE
38,21-Oct-15,22.81,3.842,129.7821613,12.89,FALSE
39,21-Oct-15,19.81,3.353,216.2468287,7.716,FALSE
40,21-Oct-15,10.89,3.618,136.5017742,4.42,FALSE
41,21-Oct-15,7.57,3.548,195.1789994,6.759,FALSE
42,21-Oct-15,25.51,3.842,129.7821613,7.874,FALSE
43,21-Oct-15,21.28,3.353,209.2222327,10.148,FALSE
44,21-Oct-15,12.59,3.579,129.7821613,6.078,FALSE
45,21-Oct-15,15.33,3.57,187.7846197,8.523,FALSE
1,28-Oct-15,19.21,3.372,217.6766791,7.866,FALSE
2,28-Oct-15,18.82,3.372,217.3251824,7.441,FALSE
3,28-Oct-15,21.69,3.372,221.0801842,7.197,FALSE
4,28-Oct-15,12.95,3.362,129.7936774,5.143,FALSE
5,28-Oct-15,20.71,3.372,218.2468539,6.3,FALSE
6,28-Oct-15,20.84,3.372,219.237049,6.551,FALSE
7,28-Oct-15,-1.77,3.55,195.3318977,8.513,FALSE
8,28-Oct-15,13.81,3.372,221.1278032,6.123,FALSE
9,28-Oct-15,17.76,3.372,221.3159563,6.054,FALSE
10,28-Oct-15,22.66,3.843,129.7936774,7.874,FALSE
11,28-Oct-15,22.59,3.372,221.0801842,7.197,FALSE
12,28-Oct-15,19.67,3.727,129.7936774,12.89,FALSE
13,28-Oct-15,8.56,3.567,129.7936774,6.392,FALSE
14,28-Oct-15,10.99,3.569,187.8774913,8.523,FALSE
15,28-Oct-15,7.52,3.757,136.4884516,7.866,FALSE
16,28-Oct-15,5.54,3.55,195.3318977,6.232,FALSE
17,28-Oct-15,5.49,3.567,129.7936774,6.617,FALSE
18,28-Oct-15,7.56,3.604,136.4884516,8.471,FALSE
19,28-Oct-15,8.05,3.757,136.4884516,7.866,FALSE
20,28-Oct-15,9.64,3.569,210.6918901,7.082,FALSE
21,28-Oct-15,18.59,3.372,217.3251824,7.441,FALSE
22,28-Oct-15,9.62,3.604,140.4447903,7.706,FALSE
23,28-Oct-15,5.87,3.604,136.4884516,4.42,FALSE
24,28-Oct-15,8.89,3.757,136.4884516,8.454,FALSE
25,28-Oct-15,7.93,3.569,210.6918901,7.082,FALSE
26,28-Oct-15,1.7,3.604,136.4884516,7.598,FALSE
27,28-Oct-15,11.01,3.757,140.4447903,7.906,FALSE
28,28-Oct-15,19.67,3.727,129.7936774,12.89,FALSE
29,28-Oct-15,9.62,3.604,136.4884516,9.357,FALSE
30,28-Oct-15,18.59,3.372,217.3251824,7.441,FALSE
31,28-Oct-15,18.59,3.372,217.3251824,7.441,FALSE
32,28-Oct-15,5.98,3.55,195.3318977,8.513,FALSE
33,28-Oct-15,24.85,3.843,129.7936774,8.01,FALSE
34,28-Oct-15,12.53,3.362,129.7936774,10.148,FALSE
35,28-Oct-15,11.01,3.569,140.4447903,8.745,FALSE
36,28-Oct-15,21.84,3.306,216.4051315,7.716,FALSE
37,28-Oct-15,21.84,3.372,216.4051315,7.716,FALSE
38,28-Oct-15,19.67,3.727,129.7936774,12.89,FALSE
39,28-Oct-15,21.69,3.372,216.4051315,7.716,FALSE
40,28-Oct-15,5.61,3.604,136.4884516,4.42,FALSE
41,28-Oct-15,2.79,3.55,195.3318977,6.759,FALSE
42,28-Oct-15,22.66,3.843,129.7936774,7.874,FALSE
43,28-Oct-15,19.34,3.372,209.3692488,10.148,FALSE
44,28-Oct-15,8.56,3.567,129.7936774,6.078,FALSE
45,28-Oct-15,10.99,3.569,187.8774913,8.523,FALSE
1,4-Nov-15,12.77,3.332,217.837382,7.866,FALSE
2,4-Nov-15,13.07,3.332,217.4853605,7.441,FALSE
3,4-Nov-15,15.17,3.332,221.245968,7.197,FALSE
4,4-Nov-15,9.92,3.322,129.8051935,5.143,FALSE
5,4-Nov-15,13.73,3.332,218.408408,6.3,FALSE
6,4-Nov-15,14.74,3.332,219.4000812,6.551,FALSE
7,4-Nov-15,-4.77,3.527,195.4847959,8.513,FALSE
8,4-Nov-15,9.82,3.332,221.2936581,6.123,FALSE
9,4-Nov-15,12.48,3.332,221.4820921,6.054,FALSE
10,4-Nov-15,20.32,3.828,129.8051935,7.874,FALSE
11,4-Nov-15,16.18,3.332,221.245968,7.197,FALSE
12,4-Nov-15,15.43,3.828,129.8051935,12.89,FALSE
13,4-Nov-15,6.39,3.538,129.8051935,6.392,FALSE
14,4-Nov-15,6.62,3.551,187.9703629,8.523,FALSE
15,4-Nov-15,6.33,3.738,136.475129,7.866,FALSE
16,4-Nov-15,0.79,3.527,195.4847959,6.232,FALSE
17,4-Nov-15,3.07,3.538,129.8051935,6.617,FALSE
18,4-Nov-15,3.49,3.586,136.475129,8.471,FALSE
19,4-Nov-15,7.21,3.738,136.475129,7.866,FALSE
20,4-Nov-15,6.6,3.551,210.8364551,7.082,FALSE
21,4-Nov-15,13.34,3.332,217.4853605,7.441,FALSE
22,4-Nov-15,6.01,3.586,140.4279758,7.706,FALSE
23,4-Nov-15,3.99,3.586,136.475129,4.42,FALSE
24,4-Nov-15,4.37,3.738,136.475129,8.454,FALSE
25,4-Nov-15,4.93,3.551,210.8364551,7.082,FALSE
26,4-Nov-15,-0.17,3.586,136.475129,7.598,FALSE
27,4-Nov-15,6.92,3.738,140.4279758,7.906,FALSE
28,4-Nov-15,15.43,3.828,129.8051935,12.89,FALSE
29,4-Nov-15,6.01,3.586,136.475129,9.357,FALSE
30,4-Nov-15,13.34,3.332,217.4853605,7.441,FALSE
31,4-Nov-15,13.34,3.332,217.4853605,7.441,FALSE
32,4-Nov-15,3.31,3.527,195.4847959,8.513,FALSE
33,4-Nov-15,22.17,3.828,129.8051935,8.01,FALSE
34,4-Nov-15,8.91,3.322,129.8051935,10.148,FALSE
35,4-Nov-15,6.92,3.551,140.4279758,8.745,FALSE
36,4-Nov-15,14.98,3.287,216.5634344,7.716,FALSE
37,4-Nov-15,14.98,3.332,216.5634344,7.716,FALSE
38,4-Nov-15,15.43,3.828,129.8051935,12.89,FALSE
39,4-Nov-15,14.47,3.332,216.5634344,7.716,FALSE
40,4-Nov-15,1.89,3.586,136.475129,4.42,FALSE
41,4-Nov-15,1.69,3.527,195.4847959,6.759,FALSE
42,4-Nov-15,20.32,3.828,129.8051935,7.874,FALSE
43,4-Nov-15,15.04,3.332,209.516265,10.148,FALSE
44,4-Nov-15,6.39,3.538,129.8051935,6.078,FALSE
45,4-Nov-15,6.62,3.551,187.9703629,8.523,FALSE
1,11-Nov-15,15.06,3.297,217.9980849,7.866,FALSE
2,11-Nov-15,15.18,3.297,217.6455387,7.441,FALSE
3,11-Nov-15,16.5,3.297,221.4117517,7.197,FALSE
4,11-Nov-15,8.4,3.286,129.8167097,5.143,FALSE
5,11-Nov-15,15.95,3.297,218.5699621,6.3,FALSE
6,11-Nov-15,16.29,3.297,219.5631135,6.551,FALSE
7,11-Nov-15,-6.93,3.505,195.6376941,8.513,FALSE
8,11-Nov-15,10.31,3.297,221.4595129,6.123,FALSE
9,11-Nov-15,14.6,3.297,221.6482278,6.054,FALSE
10,11-Nov-15,12.93,3.677,129.8167097,7.874,FALSE
11,11-Nov-15,17.89,3.297,221.4117517,7.197,FALSE
12,11-Nov-15,9.31,3.824,129.8167097,12.89,FALSE
13,11-Nov-15,1,3.513,129.8167097,6.392,FALSE
14,11-Nov-15,8.69,3.53,188.0632345,8.523,FALSE
15,11-Nov-15,8.41,3.719,136.4618065,7.866,FALSE
16,11-Nov-15,-1.36,3.505,195.6376941,6.232,FALSE
17,11-Nov-15,-2.44,3.513,129.8167097,6.617,FALSE
18,11-Nov-15,7.61,3.57,136.4618065,8.471,FALSE
19,11-Nov-15,9.01,3.719,136.4618065,7.866,FALSE
20,11-Nov-15,8.48,3.53,210.9810201,7.082,FALSE
21,11-Nov-15,15.44,3.297,217.6455387,7.441,FALSE
22,11-Nov-15,8.78,3.57,140.4111613,7.706,FALSE
23,11-Nov-15,6.69,3.57,136.4618065,4.42,FALSE
24,11-Nov-15,8.21,3.719,136.4618065,8.454,FALSE
25,11-Nov-15,7.12,3.53,210.9810201,7.082,FALSE
26,11-Nov-15,4.49,3.57,136.4618065,7.598,FALSE
27,11-Nov-15,9.83,3.719,140.4111613,7.906,FALSE
28,11-Nov-15,9.31,3.824,129.8167097,12.89,FALSE
29,11-Nov-15,8.78,3.57,136.4618065,9.357,FALSE
30,11-Nov-15,15.44,3.297,217.6455387,7.441,FALSE
31,11-Nov-15,15.44,3.297,217.6455387,7.441,FALSE
32,11-Nov-15,3.39,3.505,195.6376941,8.513,FALSE
33,11-Nov-15,14.86,3.677,129.8167097,8.01,FALSE
34,11-Nov-15,5.02,3.286,129.8167097,10.148,FALSE
35,11-Nov-15,9.83,3.53,140.4111613,8.745,FALSE
36,11-Nov-15,17.5,3.254,216.7217373,7.716,FALSE
37,11-Nov-15,17.5,3.297,216.7217373,7.716,FALSE
38,11-Nov-15,9.31,3.824,129.8167097,12.89,FALSE
39,11-Nov-15,17.28,3.297,216.7217373,7.716,FALSE
40,11-Nov-15,4.86,3.57,136.4618065,4.42,FALSE
41,11-Nov-15,0.48,3.505,195.6376941,6.759,FALSE
42,11-Nov-15,12.93,3.677,129.8167097,7.874,FALSE
43,11-Nov-15,10.7,3.297,209.6632811,10.148,FALSE
44,11-Nov-15,1,3.513,129.8167097,6.078,FALSE
45,11-Nov-15,8.69,3.53,188.0632345,8.523,FALSE
1,18-Nov-15,16.81,3.308,218.2205088,7.866,FALSE
2,18-Nov-15,16.67,3.308,217.8670218,7.441,FALSE
3,18-Nov-15,17.73,3.308,221.6432852,7.197,FALSE
4,18-Nov-15,10.24,3.294,129.8268333,5.143,FALSE
5,18-Nov-15,17.96,3.308,218.793912,6.3,FALSE
6,18-Nov-15,17.72,3.308,219.7897137,6.551,FALSE
7,18-Nov-15,-1.37,3.479,195.7184713,8.513,FALSE
8,18-Nov-15,10.96,3.308,221.6911738,6.123,FALSE
9,18-Nov-15,14.89,3.308,221.8803923,6.054,FALSE
10,18-Nov-15,14.98,3.669,129.8268333,7.874,FALSE
11,18-Nov-15,18.98,3.308,221.6432852,7.197,FALSE
12,18-Nov-15,12.33,3.813,129.8268333,12.89,FALSE
13,18-Nov-15,4.81,3.489,129.8268333,6.392,FALSE
14,18-Nov-15,10.74,3.53,188.1983654,8.523,FALSE
15,18-Nov-15,8.07,3.717,136.4666667,7.866,FALSE
16,18-Nov-15,-0.15,3.479,195.7184713,6.232,FALSE
17,18-Nov-15,0.52,3.489,129.8268333,6.617,FALSE
18,18-Nov-15,8.82,3.571,136.4666667,8.471,FALSE
19,18-Nov-15,9.01,3.717,136.4666667,7.866,FALSE
20,18-Nov-15,9.61,3.53,211.1847207,7.082,FALSE
21,18-Nov-15,16.61,3.308,217.8670218,7.441,FALSE
22,18-Nov-15,10.34,3.571,140.4127857,7.706,FALSE
23,18-Nov-15,7.49,3.571,136.4666667,4.42,FALSE
24,18-Nov-15,8.98,3.717,136.4666667,8.454,FALSE
25,18-Nov-15,8.01,3.53,211.1847207,7.082,FALSE
26,18-Nov-15,3.21,3.571,136.4666667,7.598,FALSE
27,18-Nov-15,10.79,3.717,140.4127857,7.906,FALSE
28,18-Nov-15,12.33,3.813,129.8268333,12.89,FALSE
29,18-Nov-15,10.34,3.571,136.4666667,9.357,FALSE
30,18-Nov-15,16.61,3.308,217.8670218,7.441,FALSE
31,18-Nov-15,16.61,3.308,217.8670218,7.441,FALSE
32,18-Nov-15,5.89,3.479,195.7184713,8.513,FALSE
33,18-Nov-15,17.42,3.669,129.8268333,8.01,FALSE
34,18-Nov-15,7.78,3.294,129.8268333,10.148,FALSE
35,18-Nov-15,10.79,3.53,140.4127857,8.745,FALSE
36,18-Nov-15,19.04,3.26,216.9395861,7.716,FALSE
37,18-Nov-15,19.04,3.308,216.9395861,7.716,FALSE
38,18-Nov-15,12.33,3.813,129.8268333,12.89,FALSE
39,18-Nov-15,18.94,3.308,216.9395861,7.716,FALSE
40,18-Nov-15,5.47,3.571,136.4666667,4.42,FALSE
41,18-Nov-15,2.58,3.479,195.7184713,6.759,FALSE
42,18-Nov-15,14.98,3.669,129.8268333,7.874,FALSE
43,18-Nov-15,14.31,3.308,209.8651071,10.148,FALSE
44,18-Nov-15,4.81,3.489,129.8268333,6.078,FALSE
45,18-Nov-15,10.74,3.53,188.1983654,8.523,FALSE
1,25-Nov-15,15.63,3.236,218.4676211,7.866,TRUE
2,25-Nov-15,13.53,3.236,218.1130269,7.441,TRUE
3,25-Nov-15,20,3.236,221.9011185,7.197,TRUE
4,25-Nov-15,8.87,3.225,129.8364,5.143,TRUE
5,25-Nov-15,16.63,3.236,219.0428204,6.3,TRUE
6,25-Nov-15,17.1,3.236,220.0417412,6.551,TRUE
7,25-Nov-15,-2.44,3.424,195.7704,8.513,TRUE
8,25-Nov-15,9.78,3.236,221.9491571,6.123,TRUE
9,25-Nov-15,12.4,3.236,222.1389683,6.054,TRUE
10,25-Nov-15,15.93,3.76,129.8364,7.874,TRUE
11,25-Nov-15,21.13,3.236,221.9011185,7.197,TRUE
12,25-Nov-15,11.81,3.622,129.8364,12.89,TRUE
13,25-Nov-15,3.83,3.445,129.8364,6.392,TRUE
14,25-Nov-15,9.28,3.492,188.3504,8.523,TRUE
15,25-Nov-15,5.06,3.689,136.4788,7.866,TRUE
16,25-Nov-15,-0.34,3.424,195.7704,6.232,TRUE
17,25-Nov-15,0.45,3.445,129.8364,6.617,TRUE
18,25-Nov-15,5.54,3.536,136.4788,8.471,TRUE
19,25-Nov-15,5.97,3.689,136.4788,7.866,TRUE
20,25-Nov-15,7.99,3.492,211.4120757,7.082,TRUE
21,25-Nov-15,13.57,3.236,218.1130269,7.441,TRUE
22,25-Nov-15,7.93,3.536,140.4217857,7.706,TRUE
23,25-Nov-15,1.79,3.536,136.4788,4.42,TRUE
24,25-Nov-15,5.46,3.689,136.4788,8.454,TRUE
25,25-Nov-15,6.38,3.492,211.4120757,7.082,TRUE
26,25-Nov-15,-0.52,3.536,136.4788,7.598,TRUE
27,25-Nov-15,8.82,3.689,140.4217857,7.906,TRUE
28,25-Nov-15,11.81,3.622,129.8364,12.89,TRUE
29,25-Nov-15,7.93,3.536,136.4788,9.357,TRUE
30,25-Nov-15,13.57,3.236,218.1130269,7.441,TRUE
31,25-Nov-15,13.57,3.236,218.1130269,7.441,TRUE
32,25-Nov-15,4.57,3.424,195.7704,8.513,TRUE
33,25-Nov-15,16.86,3.76,129.8364,8.01,TRUE
34,25-Nov-15,7.77,3.225,129.8364,10.148,TRUE
35,25-Nov-15,8.82,3.492,140.4217857,8.745,TRUE
36,25-Nov-15,19.12,3.181,217.1812533,7.716,TRUE
37,25-Nov-15,19.12,3.236,217.1812533,7.716,TRUE
38,25-Nov-15,11.81,3.622,129.8364,12.89,TRUE
39,25-Nov-15,19.09,3.236,217.1812533,7.716,TRUE
40,25-Nov-15,0.42,3.536,136.4788,4.42,TRUE
41,25-Nov-15,2.43,3.424,195.7704,6.759,TRUE
42,25-Nov-15,15.93,3.76,129.8364,7.874,TRUE
43,25-Nov-15,13.17,3.236,210.0888571,10.148,TRUE
44,25-Nov-15,3.83,3.445,129.8364,6.078,TRUE
45,25-Nov-15,9.28,3.492,188.3504,8.523,TRUE
1,2-Dec-15,9.39,3.172,218.7147333,7.866,FALSE
2,2-Dec-15,9.3,3.172,218.3590319,7.441,FALSE
3,2-Dec-15,12.76,3.172,222.1589519,7.197,FALSE
4,2-Dec-15,3.73,3.176,129.8459667,5.143,FALSE
5,2-Dec-15,10.63,3.172,219.2917287,6.3,FALSE
6,2-Dec-15,10.66,3.172,220.2937686,6.551,FALSE
7,2-Dec-15,-6.46,3.378,195.8223287,8.513,FALSE
8,2-Dec-15,4.9,3.172,222.2071405,6.123,FALSE
9,2-Dec-15,8.24,3.172,222.3975443,6.054,FALSE
10,2-Dec-15,14.05,3.701,129.8459667,7.874,FALSE
11,2-Dec-15,13.83,3.172,222.1589519,7.197,FALSE
12,2-Dec-15,11.39,3.701,129.8459667,12.89,FALSE
13,2-Dec-15,1.08,3.389,129.8459667,6.392,FALSE
14,2-Dec-15,10.11,3.452,188.5024346,8.523,FALSE
15,2-Dec-15,7.59,3.666,136.4909333,7.866,FALSE
16,2-Dec-15,-2.32,3.378,195.8223287,6.232,FALSE
17,2-Dec-15,-3.07,3.389,129.8459667,6.617,FALSE
18,2-Dec-15,7.92,3.501,136.4909333,8.471,FALSE
19,2-Dec-15,7.59,3.666,136.4909333,7.866,FALSE
20,2-Dec-15,7.96,3.452,211.6394306,7.082,FALSE
21,2-Dec-15,9.29,3.172,218.3590319,7.441,FALSE
22,2-Dec-15,9.51,3.501,140.4307857,7.706,FALSE
23,2-Dec-15,6.44,3.501,136.4909333,4.42,FALSE
24,2-Dec-15,8.45,3.666,136.4909333,8.454,FALSE
25,2-Dec-15,6.03,3.452,211.6394306,7.082,FALSE
26,2-Dec-15,2.63,3.501,136.4909333,7.598,FALSE
27,2-Dec-15,10.31,3.666,140.4307857,7.906,FALSE
28,2-Dec-15,11.39,3.701,129.8459667,12.89,FALSE
29,2-Dec-15,9.51,3.501,136.4909333,9.357,FALSE
30,2-Dec-15,9.29,3.172,218.3590319,7.441,FALSE
31,2-Dec-15,9.29,3.172,218.3590319,7.441,FALSE
32,2-Dec-15,1,3.378,195.8223287,8.513,FALSE
33,2-Dec-15,15.07,3.701,129.8459667,8.01,FALSE
34,2-Dec-15,4.31,3.176,129.8459667,10.148,FALSE
35,2-Dec-15,10.31,3.452,140.4307857,8.745,FALSE
36,2-Dec-15,11.98,3.164,217.4229206,7.716,FALSE
37,2-Dec-15,11.98,3.172,217.4229206,7.716,FALSE
38,2-Dec-15,11.39,3.701,129.8459667,12.89,FALSE
39,2-Dec-15,11.74,3.172,217.4229206,7.716,FALSE
40,2-Dec-15,3.62,3.501,136.4909333,4.42,FALSE
41,2-Dec-15,1.41,3.378,195.8223287,6.759,FALSE
42,2-Dec-15,14.05,3.701,129.8459667,7.874,FALSE
43,2-Dec-15,8.61,3.172,210.3126071,10.148,FALSE
44,2-Dec-15,1.08,3.389,129.8459667,6.078,FALSE
45,2-Dec-15,10.11,3.452,188.5024346,8.523,FALSE
1,9-Dec-15,6.63,3.158,218.9618456,7.866,FALSE
2,9-Dec-15,5.42,3.158,218.605037,7.441,FALSE
3,9-Dec-15,9.59,3.158,222.4167852,7.197,FALSE
4,9-Dec-15,-0.2,3.153,129.8555333,5.143,FALSE
5,9-Dec-15,6.73,3.158,219.540637,6.3,FALSE
6,9-Dec-15,6.47,3.158,220.5457961,6.551,FALSE
7,9-Dec-15,-11.57,3.331,195.8742575,8.513,FALSE
8,9-Dec-15,-0.83,3.158,222.4651238,6.123,FALSE
9,9-Dec-15,3.14,3.158,222.6561203,6.054,FALSE
10,9-Dec-15,5.88,3.644,129.8555333,7.874,FALSE
11,9-Dec-15,10.35,3.158,222.4167852,7.197,FALSE
12,9-Dec-15,5.65,3.644,129.8555333,12.89,FALSE
13,9-Dec-15,-3.99,3.341,129.8555333,6.392,FALSE
14,9-Dec-15,8.09,3.415,188.6544692,8.523,FALSE
15,9-Dec-15,3.63,3.627,136.5030667,7.866,FALSE
16,9-Dec-15,-9.76,3.331,195.8742575,6.232,FALSE
17,9-Dec-15,-8.02,3.341,129.8555333,6.617,FALSE
18,9-Dec-15,5.76,3.47,136.5030667,8.471,FALSE
19,9-Dec-15,4.54,3.627,136.5030667,7.866,FALSE
20,9-Dec-15,5.36,3.415,211.8667856,7.082,FALSE
21,9-Dec-15,5.24,3.158,218.605037,7.441,FALSE
22,9-Dec-15,7.42,3.47,140.4397857,7.706,FALSE
23,9-Dec-15,2.44,3.47,136.5030667,4.42,FALSE
24,9-Dec-15,5.72,3.627,136.5030667,8.454,FALSE
25,9-Dec-15,3.72,3.415,211.8667856,7.082,FALSE
26,9-Dec-15,1.24,3.47,136.5030667,7.598,FALSE
27,9-Dec-15,7.93,3.627,140.4397857,7.906,FALSE
28,9-Dec-15,5.65,3.644,129.8555333,12.89,FALSE
29,9-Dec-15,7.42,3.47,136.5030667,9.357,FALSE
30,9-Dec-15,5.24,3.158,218.605037,7.441,FALSE
31,9-Dec-15,5.24,3.158,218.605037,7.441,FALSE
32,9-Dec-15,-7.81,3.331,195.8742575,8.513,FALSE
33,9-Dec-15,8.72,3.644,129.8555333,8.01,FALSE
34,9-Dec-15,-4.06,3.153,129.8555333,10.148,FALSE
35,9-Dec-15,7.93,3.415,140.4397857,8.745,FALSE
36,9-Dec-15,10.36,3.147,217.6645878,7.716,FALSE
37,9-Dec-15,10.36,3.158,217.6645878,7.716,FALSE
38,9-Dec-15,5.65,3.644,129.8555333,12.89,FALSE
39,9-Dec-15,9.64,3.158,217.6645878,7.716,FALSE
40,9-Dec-15,1.38,3.47,136.5030667,4.42,FALSE
41,9-Dec-15,-8.31,3.331,195.8742575,6.759,FALSE
42,9-Dec-15,5.88,3.644,129.8555333,7.874,FALSE
43,9-Dec-15,1.24,3.158,210.5363571,10.148,FALSE
44,9-Dec-15,-3.99,3.341,129.8555333,6.078,FALSE
45,9-Dec-15,8.09,3.415,188.6544692,8.523,FALSE
1,16-Dec-15,10.91,3.159,219.1794533,7.866,FALSE
2,16-Dec-15,10.07,3.159,218.8217928,7.441,FALSE
3,16-Dec-15,14.42,3.159,222.6426418,7.197,FALSE
4,16-Dec-15,2.47,3.149,129.8980645,5.143,FALSE
5,16-Dec-15,12.46,3.159,219.7596266,6.3,FALSE
6,16-Dec-15,11.82,3.159,220.7671856,6.551,FALSE
7,16-Dec-15,-9.33,3.266,195.9841685,8.513,FALSE
8,16-Dec-15,4.33,3.159,222.6910959,6.123,FALSE
9,16-Dec-15,8.51,3.159,222.8825484,6.054,FALSE
10,16-Dec-15,10.29,3.489,129.8980645,7.874,FALSE
11,16-Dec-15,15.38,3.159,222.6426418,7.197,FALSE
12,16-Dec-15,6.27,3.6,129.8980645,12.89,FALSE
13,16-Dec-15,-2.31,3.282,129.8980645,6.392,FALSE
14,16-Dec-15,4.41,3.413,188.7979349,8.523,FALSE
15,16-Dec-15,1.94,3.611,136.5335161,7.866,FALSE
16,16-Dec-15,-5.28,3.266,195.9841685,6.232,FALSE
17,16-Dec-15,-6.07,3.282,129.8980645,6.617,FALSE
18,16-Dec-15,1.96,3.445,136.5335161,8.471,FALSE
19,16-Dec-15,2.82,3.611,136.5335161,7.866,FALSE
20,16-Dec-15,2.87,3.413,212.0685039,7.082,FALSE
21,16-Dec-15,10.31,3.159,218.8217928,7.441,FALSE
22,16-Dec-15,3.95,3.445,140.4700795,7.706,FALSE
23,16-Dec-15,0.55,3.445,136.5335161,4.42,FALSE
24,16-Dec-15,2.22,3.611,136.5335161,8.454,FALSE
25,16-Dec-15,0.61,3.413,212.0685039,7.082,FALSE
26,16-Dec-15,-2.09,3.445,136.5335161,7.598,FALSE
27,16-Dec-15,4.82,3.611,140.4700795,7.906,FALSE
28,16-Dec-15,6.27,3.6,129.8980645,12.89,FALSE
29,16-Dec-15,3.95,3.445,136.5335161,9.357,FALSE
30,16-Dec-15,10.31,3.159,218.8217928,7.441,FALSE
31,16-Dec-15,10.31,3.159,218.8217928,7.441,FALSE
32,16-Dec-15,-3.21,3.266,195.9841685,8.513,FALSE
33,16-Dec-15,11.77,3.489,129.8980645,8.01,FALSE
34,16-Dec-15,0.17,3.149,129.8980645,10.148,FALSE
35,16-Dec-15,4.82,3.413,140.4700795,8.745,FALSE
36,16-Dec-15,14.62,3.133,217.8781339,7.716,FALSE
37,16-Dec-15,14.62,3.159,217.8781339,7.716,FALSE
38,16-Dec-15,6.27,3.6,129.8980645,12.89,FALSE
39,16-Dec-15,14.77,3.159,217.8781339,7.716,FALSE
40,16-Dec-15,-1.37,3.445,136.5335161,4.42,FALSE
41,16-Dec-15,-3.88,3.266,195.9841685,6.759,FALSE
